Name,Category,Mention Count,Sample Files
Jeffrey Epstein,core,1371,EFTA00024875; EFTA00026428; EFTA00026703; EFTA00023813; EFTA00024265
"Sigrid McCawley
Cc",attorney,22,EFTA00025324; EFTA00025501; EFTA00025125; EFTA00025305; EFTA00025319
"Gloria Allred
Sent",attorney,22,EFTA00024299; EFTA00024428; EFTA00024279; EFTA00026574; EFTA00024259
Aida Leisenring,unknown,22,EFTA00023680; EFTA00026748; EFTA00021766; EFTA00034725; EFTA00016001
Deputy Clerk,unknown,22,EFTA00025378; EFTA00026826; EFTA00026918; EFTA00020991; EFTA00022169
Geoffrey Berman,attorney,22,EFTA00023804; EFTA00024400; EFTA00025549; EFTA00036390; EFTA00021012
Joe Nascimento,unknown,22,EFTA00024985; EFTA00024748; EFTA00023869; EFTA00026727; EFTA00024684
Leon Black,business,22,EFTA00026467; EFTA00027019; EFTA00022521; EFTA00015194; EFTA00038617
New Jersey,unknown,22,EFTA00024760; EFTA00035799; EFTA00035802; EFTA00014263; EFTA00014243
Good Afternoon,unknown,22,EFTA00036757; EFTA00036861; EFTA00036873; EFTA00036760; EFTA00037365
Employee Witness,unknown,22,EFTA00023123; EFTA00023104; EFTA00020934; EFTA00020935; EFTA00016832
International Witness,unknown,22,EFTA00023123; EFTA00023104; EFTA00020934; EFTA00020935; EFTA00016832
The Maxwell,accomplice,22,EFTA00023074; EFTA00023080; EFTA00021904; EFTA00015902; EFTA00019207
"Metal
Detector",unknown,22,EFTA00034871; EFTA00034888; EFTA00034864; EFTA00034067; EFTA00035665
"Defense
Hughes",unknown,21,EFTA00024436; EFTA00026910; EFTA00024303; EFTA00020865; EFTA00020668
Internal Revenue,unknown,21,EFTA00026428; EFTA00026451; EFTA00021997; EFTA00020515; EFTA00023318
"Examiner
From",unknown,21,EFTA00023728; EFTA00027000; EFTA00026979; EFTA00024566; EFTA00023710
Jeffrey L. Jocks,unknown,21,EFTA00025018; EFTA00024672; EFTA00025041; EFTA00024879; EFTA00022997
Federal Rules,unknown,21,EFTA00024270; EFTA00026494; EFTA00024032; EFTA00022186; EFTA00015219
"Gloria Allred
Cc",attorney,21,EFTA00024299; EFTA00024279; EFTA00026574; EFTA00024259; EFTA00026532
"Chris
From",unknown,21,EFTA00025037; EFTA00025062; EFTA00026872; EFTA00026890; EFTA00025508
"High
Attachments",unknown,21,EFTA00026582; EFTA00036429; EFTA00036163; EFTA00036833; EFTA00036445
"Meeting
Date",unknown,21,EFTA00024820; EFTA00023933; EFTA00024301; EFTA00023022; EFTA00021286
Case Number,unknown,21,EFTA00026447; EFTA00023516; EFTA00025189; EFTA00035803; EFTA00035805
Legal Assistant,unknown,21,EFTA00026843; EFTA00025084; EFTA00026857; EFTA00036394; EFTA00023263
Account Number,unknown,21,EFTA00024636; EFTA00024648; EFTA00024613; EFTA00024627; EFTA00024311
Time Received,unknown,21,EFTA00025010; EFTA00020462; EFTA00020497; EFTA00020505; EFTA00020476
This Electronic,unknown,21,EFTA00024407; EFTA00021662; EFTA00020766; EFTA00021386; EFTA00021545
Central Office,unknown,21,EFTA00036750; EFTA00036692; EFTA00036421; EFTA00023013; EFTA00034760
Adults Children,unknown,21,EFTA00034172; EFTA00034706; EFTA00034734; EFTA00034077; EFTA00034806
Census Conducted,unknown,21,EFTA00034172; EFTA00034706; EFTA00034603; EFTA00034734; EFTA00034077
Epstein Relativity,core,20,EFTA00023548; EFTA00025192; EFTA00024026; EFTA00023546; EFTA00021983
President Trump,political,20,EFTA00026424; EFTA00025443; EFTA00023984; EFTA00022329; EFTA00020517
Best Regards,unknown,20,EFTA00025349; EFTA00025495; EFTA00025345; EFTA00037361; EFTA00037335
Jeffrey S. Pagliuca,unknown,20,EFTA00023662; EFTA00024708; EFTA00025469; EFTA00021944; EFTA00022960
Weinstein I Partner,unknown,20,EFTA00026910; EFTA00024818; EFTA00024303; EFTA00023699; EFTA00020865
"Report
Date",unknown,20,EFTA00024810; EFTA00025536; EFTA00036599; EFTA00036531; EFTA00022018
Assistant Director,unknown,20,EFTA00025536; EFTA00036705; EFTA00036748; EFTA00036536; EFTA00036016
State Attorney,unknown,20,EFTA00025014; EFTA00022546; EFTA00021442; EFTA00019643; EFTA00032128
"Normal
Inline",unknown,20,EFTA00037301; EFTA00037752; EFTA00037750; EFTA00037243; EFTA00037829
Hit Doc,unknown,20,EFTA00037601; EFTA00037605; EFTA00037624; EFTA00037586; EFTA00037609
Estimated Dates,unknown,20,EFTA00023123; EFTA00023104; EFTA00016832; EFTA00015887; EFTA00019446
Lieutenants Log,unknown,20,EFTA00034097; EFTA00034681; EFTA00035009; EFTA00034901; EFTA00034717
Boies Schiller,unknown,19,EFTA00026703; EFTA00025392; EFTA00020699; EFTA00015277; EFTA00015865
Solicitors Regulation,unknown,19,EFTA00023813; EFTA00023804; EFTA00023798; EFTA00023783; EFTA00026542
Joe Biden,unknown,19,EFTA00026424; EFTA00021202; EFTA00035589; EFTA00035640; EFTA00034722
Robert Mueller,unknown,19,EFTA00026434; EFTA00014263; EFTA00015194; EFTA00014243; EFTA00019148
Epstein Case,core,19,EFTA00026434; EFTA00024474; EFTA00021661; EFTA00020787; EFTA00020445
"Thanks
Sent",unknown,19,EFTA00025081; EFTA00037364; EFTA00037669; EFTA00037365; EFTA00037250
"Menninger
Haddon",unknown,19,EFTA00026872; EFTA00026890; EFTA00025196; EFTA00025206; EFTA00021697
"Nathan NYSD Chambers
Cc",unknown,19,EFTA00024907; EFTA00023503; EFTA00024909; EFTA00021030; EFTA00023363
Forensic Examiner,unknown,19,EFTA00025276; EFTA00023710; EFTA00024719; EFTA00022331; EFTA00035762
Information Act,unknown,19,EFTA00026750; EFTA00024032; EFTA00022546; EFTA00021442; EFTA00015219
"Epstein
Yes",core,19,EFTA00023869; EFTA00024684; EFTA00022172; EFTA00015337; EFTA00016405
North Andrews,political,19,EFTA00025469; EFTA00037509; EFTA00022960; EFTA00021442; EFTA00023326
San Francisco,unknown,19,EFTA00020998; EFTA00020970; EFTA00023311; EFTA00023309; EFTA00023307
Paris I Washington,unknown,19,EFTA00020978; EFTA00023363; EFTA00016768; EFTA00015975; EFTA00014694
Sensitive Information,unknown,19,EFTA00035504; EFTA00034565; EFTA00035688; EFTA00036101; EFTA00034749
Epstein Becker,core,19,EFTA00018860; EFTA00032317; EFTA00032577; EFTA00032964; EFTA00032562
"Message
From",unknown,18,EFTA00026599; EFTA00023936; EFTA00037333; EFTA00037705; EFTA00023040
Gibson Dunn,unknown,18,EFTA00026428; EFTA00026434; EFTA00025258; EFTA00018860; EFTA00032317
Would Thursday,unknown,18,EFTA00025018; EFTA00024672; EFTA00025041; EFTA00024879; EFTA00022997
Does Wednesday,unknown,18,EFTA00025018; EFTA00024672; EFTA00025041; EFTA00024879; EFTA00022997
"Arts
That",unknown,18,EFTA00025018; EFTA00024672; EFTA00025041; EFTA00024879; EFTA00022997
Pro Say,unknown,18,EFTA00026434; EFTA00018654; EFTA00018860; EFTA00032932; EFTA00032913
International Inc,unknown,18,EFTA00025526; EFTA00037643; EFTA00037645; EFTA00021666; EFTA00021994
Physical Evidence,unknown,18,EFTA00026872; EFTA00026890; EFTA00014965; EFTA00015804; EFTA00015770
"Marc
Marc",unknown,18,EFTA00026910; EFTA00024500; EFTA00024818; EFTA00024303; EFTA00020865
Epstein Image,core,18,EFTA00027069; EFTA00024731; EFTA00024734; EFTA00037766; EFTA00037763
Krieger Kim,unknown,18,EFTA00026451; EFTA00015194; EFTA00019148; EFTA00018654; EFTA00032947
Printed Name,unknown,18,EFTA00023516; EFTA00024847; EFTA00037818; EFTA00021521; EFTA00021522
"Approved
From",unknown,18,EFTA00025084; EFTA00026857; EFTA00021133; EFTA00023263; EFTA00021123
Wall Street,unknown,18,EFTA00025507; EFTA00027019; EFTA00037250; EFTA00021202; EFTA00022527
"The
Government",unknown,18,EFTA00024704; EFTA00026813; EFTA00026819; EFTA00022186; EFTA00015011
Notice will be stored in the notice cart for,unknown,18,EFTA00026826; EFTA00026918; EFTA00023127; EFTA00020784; EFTA00019198
"Epstein
Case",core,18,EFTA00037872; EFTA00037490; EFTA00037879; EFTA00020942; EFTA00020703
Arrival Location,unknown,18,EFTA00037590; EFTA00037605; EFTA00037586; EFTA00037609; EFTA00037620
Subject Epstein,core,18,EFTA00036392; EFTA00036666; EFTA00036426; EFTA00035068; EFTA00034337
Unit Team,unknown,18,EFTA00036461; EFTA00036447; EFTA00034760; EFTA00034784; EFTA00034785
"Normal
Yes",unknown,18,EFTA00037541; EFTA00037815; EFTA00037506; EFTA00037485; EFTA00037407
Thank You,unknown,18,EFTA00036400; EFTA00036129; EFTA00037844; EFTA00036410; EFTA00020592
Managing Director,unknown,18,EFTA00037236; EFTA00037232; EFTA00015194; EFTA00019148; EFTA00032391
Law Office,unknown,18,EFTA00020937; EFTA00020766; EFTA00021386; EFTA00021545; EFTA00035053
"Laura
Laura",unknown,18,EFTA00022486; EFTA00022504; EFTA00021697; EFTA00015738; EFTA00014892
"Meeting
Start",unknown,17,EFTA00024821; EFTA00024302; EFTA00023021; EFTA00021289; EFTA00021269
Travel Authorization,unknown,17,EFTA00025338; EFTA00025335; EFTA00025353; EFTA00025257; EFTA00020836
"Laura
Menninger",unknown,17,EFTA00027076; EFTA00025062; EFTA00025508; EFTA00026494; EFTA00024912
Suicide Prevention,unknown,17,EFTA00023756; EFTA00036446; EFTA00036461; EFTA00036893; EFTA00036445
"Fro
Sent",unknown,17,EFTA00025228; EFTA00026491; EFTA00037766; EFTA00037308; EFTA00021983
Financial Services,unknown,17,EFTA00025526; EFTA00024447; EFTA00024450; EFTA00022363; EFTA00022415
"Scarola
Barnhart",unknown,17,EFTA00023555; EFTA00023536; EFTA00024995; EFTA00024996; EFTA00024660
White House,unknown,17,EFTA00025443; EFTA00021202; EFTA00015194; EFTA00019148; EFTA00018466
Program Statement,unknown,17,EFTA00023768; EFTA00027028; EFTA00036893; EFTA00036917; EFTA00034760
White Collar Law,unknown,17,EFTA00025258; EFTA00021906; EFTA00019088; EFTA00018654; EFTA00032932
None Abandonment,unknown,17,EFTA00024861; EFTA00024843; EFTA00024850; EFTA00024857; EFTA00024847
One Battery,unknown,17,EFTA00026910; EFTA00023915; EFTA00023535; EFTA00020668; EFTA00020664
"Prisons
Office",unknown,17,EFTA00025536; EFTA00034344; EFTA00034372; EFTA00035366; EFTA00034217
Federal Reserve,unknown,17,EFTA00026451; EFTA00016884; EFTA00016865; EFTA00016876; EFTA00018466
Monda Jul,unknown,17,EFTA00025355; EFTA00037195; EFTA00037194; EFTA00037200; EFTA00037199
"Confidential
Designation",unknown,17,EFTA00024868; EFTA00022052; EFTA00023045; EFTA00022511; EFTA00016032
Bill Clinton,political,17,EFTA00024032; EFTA00037126; EFTA00037125; EFTA00020462; EFTA00016268
Crimes Against,unknown,17,EFTA00037401; EFTA00037359; EFTA00037488; EFTA00037554; EFTA00037854
"Error
Type",unknown,17,EFTA00037601; EFTA00037590; EFTA00037586; EFTA00037609; EFTA00037602
The Office,unknown,17,EFTA00036429; EFTA00021406; EFTA00035035; EFTA00035824; EFTA00035286
"Yes
Current",unknown,17,EFTA00023123; EFTA00023104; EFTA00016832; EFTA00015887; EFTA00019446
Federal Civilian,unknown,17,EFTA00023123; EFTA00023104; EFTA00016832; EFTA00015887; EFTA00019446
Roy Black,unknown,17,EFTA00021512; EFTA00020711; EFTA00014178; EFTA00014177; EFTA00013844
"Roof
Check",unknown,17,EFTA00034603; EFTA00034979; EFTA00034565; EFTA00034806; EFTA00034970
Schoen Legal,unknown,16,EFTA00026428; EFTA00026451; EFTA00018860; EFTA00032583; EFTA00032913
Epstein Call,core,16,EFTA00026536; EFTA00026603; EFTA00026538; EFTA00026606; EFTA00026604
Paul Cassell,attorney,16,EFTA00026678; EFTA00021512; EFTA00020729; EFTA00023053; EFTA00015560
"Epstein
Hello",core,16,EFTA00024717; EFTA00024795; EFTA00027052; EFTA00020954; EFTA00016297
American Express,unknown,16,EFTA00025521; EFTA00025519; EFTA00021367; EFTA00021644; EFTA00021573
Case File,unknown,16,EFTA00023688; EFTA00023683; EFTA00037313; EFTA00034370; EFTA00038100
The Federal,unknown,16,EFTA00025526; EFTA00036461; EFTA00035793; EFTA00035781; EFTA00035776
Highly Confidential,unknown,16,EFTA00026872; EFTA00027072; EFTA00022052; EFTA00015804; EFTA00015770
Avenue I Denver,unknown,16,EFTA00026872; EFTA00026890; EFTA00025196; EFTA00025200; EFTA00015804
Wells Fargo,unknown,16,EFTA00025239; EFTA00023938; EFTA00017074; EFTA00019959; EFTA00020166
"White
Collar",unknown,16,EFTA00025258; EFTA00021906; EFTA00019088; EFTA00018654; EFTA00032932
"Coordinator
Senior",unknown,16,EFTA00025276; EFTA00023710; EFTA00024719; EFTA00022331; EFTA00016964
Isabel Maxwell,accomplice,16,EFTA00026494; EFTA00025167; EFTA00023458; EFTA00014393; EFTA00016726
Legal Search,unknown,16,EFTA00026451; EFTA00018860; EFTA00032583; EFTA00032913; EFTA00032556
Judge Engelmayer,unknown,16,EFTA00026928; EFTA00021362; EFTA00023074; EFTA00023080; EFTA00016471
Jack Goldberger,unknown,16,EFTA00026834; EFTA00014158; EFTA00032238; EFTA00013877; EFTA00013880
"Prisons
Health",unknown,16,EFTA00024366; EFTA00035502; EFTA00034232; EFTA00035007; EFTA00034275
Unit Manager,unknown,16,EFTA00036745; EFTA00036968; EFTA00036062; EFTA00034220; EFTA00034785
Forensic Psychologist,unknown,16,EFTA00036317; EFTA00036306; EFTA00036293; EFTA00022509; EFTA00034953
Telephone Number,unknown,16,EFTA00036663; EFTA00036657; EFTA00036316; EFTA00037421; EFTA00035584
"Americas
New",unknown,16,EFTA00022167; EFTA00020954; EFTA00015838; EFTA00039001; EFTA00039014
Las Olas,unknown,15,EFTA00026800; EFTA00021763; EFTA00020911; EFTA00023292; EFTA00021840
American Bar,unknown,15,EFTA00026428; EFTA00026434; EFTA00025526; EFTA00032932; EFTA00032341
Gary Bloxsome,unknown,15,EFTA00023813; EFTA00023804; EFTA00023782; EFTA00023798; EFTA00023783
Item Type,unknown,15,EFTA00025414; EFTA00025402; EFTA00025431; EFTA00025433; EFTA00025429
Pearl Street,unknown,15,EFTA00024443; EFTA00037104; EFTA00022171; EFTA00022960; EFTA00034372
Sick Leave,unknown,15,EFTA00025420; EFTA00025406; EFTA00036396; EFTA00036338; EFTA00036395
The Cellebrite,unknown,15,EFTA00026872; EFTA00026890; EFTA00015804; EFTA00015770; EFTA00015753
"Christian Everdell
Subject",attorney,15,EFTA00026926; EFTA00023458; EFTA00015129; EFTA00016958; EFTA00016262
Chief Medical,unknown,15,EFTA00025239; EFTA00022018; EFTA00020445; EFTA00035810; EFTA00035824
Authorization Approved,unknown,15,EFTA00025344; EFTA00025479; EFTA00021156; EFTA00021157; EFTA00014291
"Details
Collected",unknown,15,EFTA00024861; EFTA00024843; EFTA00024850; EFTA00024857; EFTA00024847
Justice Department,unknown,15,EFTA00026451; EFTA00023980; EFTA00021553; EFTA00022546; EFTA00021197
Bruce A. Barket,unknown,15,EFTA00026640; EFTA00026669; EFTA00034800; EFTA00016907; EFTA00015994
Encounter Date,unknown,15,EFTA00024366; EFTA00035502; EFTA00034232; EFTA00035007; EFTA00034275
Detention Center,unknown,15,EFTA00024225; EFTA00036129; EFTA00036130; EFTA00020820; EFTA00036107
Cell Phone,unknown,15,EFTA00025442; EFTA00034734; EFTA00034086; EFTA00034696; EFTA00034934
"Virgin
Islands",unknown,15,EFTA00024584; EFTA00021666; EFTA00021196; EFTA00023437; EFTA00022706
"Andrew Tomback
Subject",political,15,EFTA00024818; EFTA00023699; EFTA00020865; EFTA00020881; EFTA00020870
"Question
Date",unknown,15,EFTA00037547; EFTA00037268; EFTA00037506; EFTA00037266; EFTA00037267
Novell Inc,unknown,15,EFTA00036663; EFTA00036657; EFTA00036316; EFTA00035584; EFTA00035028
"Normal
Hey",unknown,15,EFTA00037005; EFTA00037473; EFTA00037489; EFTA00037814; EFTA00038374
Chislaine Maxwell,accomplice,15,EFTA00021944; EFTA00022960; EFTA00021019; EFTA00021021; EFTA00014500
Confidential Treatment,unknown,15,EFTA00020592; EFTA00020596; EFTA00020578; EFTA00020584; EFTA00014685
"Christian Everdell
To",attorney,15,EFTA00020821; EFTA00021707; EFTA00014647; EFTA00015975; EFTA00014683
Our Board,unknown,15,EFTA00015194; EFTA00019148; EFTA00011051; EFTA00010724; EFTA00010710
Managing Principal,unknown,15,EFTA00015194; EFTA00019148; EFTA00011051; EFTA00010724; EFTA00010710
Epstein Press,core,14,EFTA00024821; EFTA00024820; EFTA00036648; EFTA00021268; EFTA00021269
Electronic Communications,unknown,14,EFTA00025075; EFTA00027031; EFTA00021812; EFTA00021177; EFTA00018959
"Arts
Sounds",unknown,14,EFTA00025018; EFTA00024672; EFTA00025041; EFTA00022997; EFTA00023182
"Best
From",unknown,14,EFTA00025521; EFTA00025519; EFTA00021367; EFTA00021771; EFTA00021644
"Prince
Andrew",political,14,EFTA00023804; EFTA00037415; EFTA00020966; EFTA00021553; EFTA00022062
Electronic Communication,unknown,14,EFTA00023536; EFTA00023750; EFTA00023128; EFTA00035805; EFTA00015219
Park Avenue,unknown,14,EFTA00025103; EFTA00037242; EFTA00022415; EFTA00022399; EFTA00022423
Review Protocol,unknown,14,EFTA00027069; EFTA00024734; EFTA00037766; EFTA00037763; EFTA00037669
Senior Financial,unknown,14,EFTA00026663; EFTA00037696; EFTA00037752; EFTA00037750; EFTA00037754
National Women,unknown,14,EFTA00024279; EFTA00025392; EFTA00026574; EFTA00024259; EFTA00024175
"Marc A.
Sent",unknown,14,EFTA00024500; EFTA00024303; EFTA00023699; EFTA00020865; EFTA00020668
Richard M. Berman,unknown,14,EFTA00024833; EFTA00024003; EFTA00035450; EFTA00034372; EFTA00035366
Skype Meeting,unknown,14,EFTA00024502; EFTA00025252; EFTA00024297; EFTA00015962; EFTA00019131
The Bureau,unknown,14,EFTA00036739; EFTA00036589; EFTA00023428; EFTA00023419; EFTA00023424
"Office
Class",unknown,14,EFTA00036750; EFTA00036692; EFTA00023408; EFTA00014169; EFTA00032302
Senior Officer,unknown,14,EFTA00036837; EFTA00036315; EFTA00034355; EFTA00035026; EFTA00035434
Hyperion Air,unknown,14,EFTA00037645; EFTA00021344; EFTA00022855; EFTA00021666; EFTA00021994
The Epstein,core,14,EFTA00021337; EFTA00021341; EFTA00015290; EFTA00018869; EFTA00019249
Justice Office,unknown,14,EFTA00023059; EFTA00022186; EFTA00035803; EFTA00035805; EFTA00035806
Bradley Edwards,unknown,14,EFTA00023053; EFTA00023326; EFTA00032506; EFTA00013926; EFTA00011115
Mainline Conducted,unknown,14,EFTA00034172; EFTA00034706; EFTA00034734; EFTA00034077; EFTA00035581
Sally Officer,unknown,14,EFTA00035056; EFTA00035684; EFTA00035620; EFTA00034792; EFTA00034983
Cosign Required,unknown,14,EFTA00035502; EFTA00034232; EFTA00035007; EFTA00034275; EFTA00035180
"Myers
Howard",unknown,14,EFTA00015194; EFTA00019148; EFTA00011051; EFTA00010724; EFTA00010710
Former Director,unknown,14,EFTA00015194; EFTA00019148; EFTA00011051; EFTA00010724; EFTA00010710
Howard E. Heiss,unknown,14,EFTA00015194; EFTA00019148; EFTA00011051; EFTA00010724; EFTA00010710
Robert S. Mueller,unknown,14,EFTA00015194; EFTA00019148; EFTA00011051; EFTA00010724; EFTA00010710
Orchard Capital,unknown,14,EFTA00015194; EFTA00011051; EFTA00010724; EFTA00010710; EFTA00010750
Roy BLACK,unknown,14,EFTA00014158; EFTA00013961; EFTA00014124; EFTA00014152; EFTA00013877
Video Conference,unknown,14,EFTA00038763; EFTA00038764; EFTA00038755; EFTA00038734; EFTA00038745
"Call
Date",unknown,13,EFTA00026599; EFTA00026560; EFTA00036321; EFTA00016399; EFTA00017091
Housing Unit,unknown,13,EFTA00024019; EFTA00036461; EFTA00020629; EFTA00035759; EFTA00034197
Civil Division,unknown,13,EFTA00025060; EFTA00023767; EFTA00022144; EFTA00023125; EFTA00015361
Information Relating,unknown,13,EFTA00025349; EFTA00025495; EFTA00025345; EFTA00023290; EFTA00014352
Kate L. Doniger,unknown,13,EFTA00025349; EFTA00025495; EFTA00025345; EFTA00023176; EFTA00023290
Derivative Copy,unknown,13,EFTA00025414; EFTA00025402; EFTA00025431; EFTA00025433; EFTA00025429
New York Law,unknown,13,EFTA00025526; EFTA00025231; EFTA00018860; EFTA00032583; EFTA00032913
Jones Day,unknown,13,EFTA00025526; EFTA00025258; EFTA00025392; EFTA00032341; EFTA00032556
Hunton Andrews,political,13,EFTA00025526; EFTA00018860; EFTA00032583; EFTA00032913; EFTA00032556
Public Affairs,unknown,13,EFTA00025544; EFTA00023984; EFTA00037405; EFTA00022351; EFTA00021406
Day Off,unknown,13,EFTA00025420; EFTA00025406; EFTA00036396; EFTA00036338; EFTA00036395
Staff Attorney,unknown,13,EFTA00024708; EFTA00035360; EFTA00015515; EFTA00015428; EFTA00031962
Hogan Lovells,unknown,13,EFTA00025258; EFTA00032341; EFTA00032577; EFTA00032964; EFTA00032562
"None
Storage",unknown,13,EFTA00024861; EFTA00024850; EFTA00024857; EFTA00024854; EFTA00024864
Receipt Item,unknown,13,EFTA00024861; EFTA00024843; EFTA00024850; EFTA00024857; EFTA00024854
Holding Office,unknown,13,EFTA00024861; EFTA00024850; EFTA00024857; EFTA00024854; EFTA00024864
"Location
Holding",unknown,13,EFTA00024861; EFTA00024850; EFTA00024857; EFTA00024854; EFTA00024864
Location Discovery,unknown,13,EFTA00024861; EFTA00024850; EFTA00024857; EFTA00024854; EFTA00024864
Video File,unknown,13,EFTA00027069; EFTA00024734; EFTA00037766; EFTA00037763; EFTA00037669
Filed Under,unknown,13,EFTA00024021; EFTA00016768; EFTA00015975; EFTA00019897; EFTA00019896
Form Type,unknown,13,EFTA00025003; EFTA00025004; EFTA00021997; EFTA00020596; EFTA00020578
See Dkt,unknown,13,EFTA00026705; EFTA00024230; EFTA00017095; EFTA00016206; EFTA00014695
"Any authorized law enforcement officer
An application by",unknown,13,EFTA00024744; EFTA00021303; EFTA00020130; EFTA00018586; EFTA00020137
Menninger I Partner,unknown,13,EFTA00025200; EFTA00022486; EFTA00014892; EFTA00016508; EFTA00020322
Subject Suicide,unknown,13,EFTA00036517; EFTA00036427; EFTA00036515; EFTA00036368; EFTA00036443
Serial Number,unknown,13,EFTA00037643; EFTA00037645; EFTA00037857; EFTA00022793; EFTA00016622
"Relativity
Date",unknown,13,EFTA00020781; EFTA00020769; EFTA00021893; EFTA00038940; EFTA00019549
"Mike
Michael",unknown,13,EFTA00021745; EFTA00020954; EFTA00019988; EFTA00019666; EFTA00020174
"Miller
Partner",unknown,13,EFTA00021745; EFTA00020954; EFTA00019988; EFTA00019666; EFTA00020174
